Experiment - CPC comparison
4 April 2026 - 3 May 2026
Day,Search keyword,Search keyword match type,Campaign,Currency code,Keyword max CPC,Clicks,Cost,Avg. CPC
2026-05-03,business systems course,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.37,1,0.75,0.75
2026-05-03,mit cs courses,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.37,6,5.87,0.98
2026-05-03,strategic thinking in complex problem solving,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.00,1,0.75,0.75
2026-05-03,certificate in systems thinking,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.36,0,0.00,0
2026-05-03,intro to deep learning mit,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,0,0.00,0
2026-05-03,courses on systems thinking,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.65,0,0.00,0
2026-05-03,human centered systems thinking,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.94,1,1.11,1.11
2026-05-03,open moocs,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,2.58,17,14.27,0.84
2026-05-03,system design thinking course,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.37,1,1.60,1.60
2026-05-03,google certification courses,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.30,0,0.00,0
2026-05-03,coursera certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.31,0,0.00,0
2026-05-03,erp system certification,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.42,0,0.00,0
2026-05-03,google it support professional certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.22,0,0.00,0
2026-05-03,grow google certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.30,0,0.00,0
2026-05-03,system design certification,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.42,0,0.00,0
2026-05-03,class central certificates,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.31,0,0.00,0
2026-05-03,google cybersecurity professional certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.21,0,0.00,0
2026-05-03,grow google certificates cybersecurity,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.29,0,0.00,0
2026-05-03,coursera certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.31,2,7.03,3.52
2026-05-03,google certification courses,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.30,1,2.49,2.49
2026-05-03,system design certification,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.42,2,6.96,3.48
2026-05-03,online class with certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,2.26,39,207.74,5.33
2026-05-03,google management certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.32,0,0.00,0
2026-05-03,alison course certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.31,0,0.00,0
2026-05-03,class central certificates,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.31,0,0.00,0
2026-05-03,coursera certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.31,6,19.34,3.22
2026-05-03,google certification courses,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.30,0,0.00,0
2026-05-03,information architecture certification,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.30,0,0.00,0
2026-05-03,system architecture certification,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.26,0,0.00,0
2026-05-03,system design certification,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.42,18,58.35,3.24
2026-05-03,google it support professional certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.22,0,0.00,0
2026-05-03,class central certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.29,2,4.52,2.26
2026-05-03,grow google certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.30,0,0.00,0
2026-05-03,class central certificates,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.31,21,75.10,3.58
2026-05-03,meta ios developer professional certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.34,3,11.09,3.70
2026-05-03,google management certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.32,0,0.00,0
