Location report
All time
Location,Campaign,Ad group,Clicks,Conversions
France,Lifetime Campaign - Technical Innovation  - A (Run 1), --,73,2.00
Japan,Lifetime Campaign - Technical Innovation  - A (Run 1), --,35,2.00
Italy,Lifetime Campaign - Technical Innovation  - A (Run 1), --,47,1.00
Israel,Lifetime Campaign - Technical Innovation  - A (Run 1), --,93,4.00
Sweden,Lifetime Campaign - Technical Innovation  - A (Run 1), --,19,0.00
Belgium,Lifetime Campaign - Technical Innovation  - A (Run 1), --,27,0.00
South Korea,Lifetime Campaign - Technical Innovation  - A (Run 1), --,20,0.00
Germany,Lifetime Campaign - Technical Innovation  - A (Run 1), --,94,0.00
Canada,Lifetime Campaign - Technical Innovation  - A (Run 1), --,93,2.00
Spain,Lifetime Campaign - Technical Innovation  - A (Run 1), --,61,2.00
Hong Kong,Lifetime Campaign - Technical Innovation  - A (Run 1), --,29,0.00
United Kingdom,Lifetime Campaign - Technical Innovation  - A (Run 1), --,210,4.00
Netherlands,Lifetime Campaign - Technical Innovation  - A (Run 1), --,36,0.00
Switzerland,Lifetime Campaign - Technical Innovation  - A (Run 1), --,31,0.00
Australia,Lifetime Campaign - Technical Innovation  - A (Run 1), --,45,0.00
Austria,Lifetime Campaign - Technical Innovation  - A (Run 1), --,6,0.00
United Kingdom,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,24,1.00
Japan,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,62,3.00
Germany,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,22,2.06
Belgium,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,8,0.00
Ireland,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,12,0.00
Sweden,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,10,0.00
Denmark,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,6,0.00
Netherlands,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,23,4.00
New Zealand,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,19,1.00
Canada,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,60,1.00
Norway,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,4,1.00
Spain,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,20,1.00
Italy,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,25,1.00
France,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,28,0.00
South Africa,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,"1,875",44.16
Australia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,26,0.00
Mexico,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,323,10.00
Switzerland,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Ad group 1,4,0.00
Tunisia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Slovakia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Trinidad and Tobago,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Estonia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Egypt,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Qatar,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Saudi Arabia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Austria,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Anguilla,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Moldova,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Bolivia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Romania,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
United Arab Emirates,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Finland,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Argentina,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Colombia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Bahrain,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Israel,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Pakistan,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
South Korea,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Serbia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Liberia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Turkiye,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Portugal,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Cote d'Ivoire,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Hungary,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Indonesia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Armenia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Paraguay,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Peru,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Bulgaria,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Lithuania,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Senegal,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Czechia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Philippines,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Georgia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Poland,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Uganda,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Monaco,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Thailand,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Kenya,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Iceland,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Tanzania,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Jordan,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Hong Kong,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Greece,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Nigeria,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Taiwan,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Morocco,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Croatia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Malaysia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Ethiopia,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Sri Lanka,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Singapore,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Chile,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Zimbabwe,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
China,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Bangladesh,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
Luxembourg,Course - System Thinking - Run 14 - YouTube - Webinar - B #2, --,0,0.00
United States,Course - System Thinking - Run 16 - Demand Gen - Remarketing - USA,Ad group 1,554,1.00
Hong Kong,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,128,0.00
Canada,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,209,5.00
Italy,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,92,1.00
Belgium,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,31,0.00
Switzerland,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,63,0.00
Netherlands,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,58,0.00
Israel,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,106,1.00
South Korea,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,40,0.00
Australia,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,103,2.00
Sweden,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,33,0.00
Germany,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,67,1.00
United Kingdom,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,299,8.10
Austria,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,36,0.00
Spain,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,85,0.00
France,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,150,2.00
Japan,Lifetime Campaign - Organizational Strategy  - A (Run 1), --,57,2.00
Jordan,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,17,0.00
Armenia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,5,0.00
Greece,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Bangladesh,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,"4,828",138.83
China,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,13,0.00
Egypt,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,544,24.61
Bulgaria,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Turkiye,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,1,0.00
Tanzania,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,330,28.00
Cote d'Ivoire,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,6,0.00
Slovakia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Philippines,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,89,4.00
Senegal,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,152,6.00
Estonia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Moldova,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,3,0.00
Ethiopia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,63,0.00
Luxembourg,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Kenya,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,"1,902",136.68
Qatar,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,1,0.00
Paraguay,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,4,0.00
Singapore,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Thailand,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,5,0.00
Israel,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Uganda,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,906,90.01
Bolivia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,50,0.00
Colombia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,9,0.00
Nigeria,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,"3,690",230.74
Serbia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,1,0.00
Trinidad and Tobago,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,1,0.00
Morocco,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,324,14.00
Tunisia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,347,13.59
Argentina,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,5,0.00
Chile,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,1,0.00
Pakistan,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,"2,917",116.74
Liberia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,1,0.00
Georgia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,5,0.00
Monaco,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Portugal,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Romania,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Anguilla,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Finland,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,1,0.00
Poland,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Sri Lanka,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,549,27.01
Malaysia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,11,1.00
South Korea,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,1,0.00
Czechia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Saudi Arabia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,3,0.00
Austria,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Taiwan,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
United Arab Emirates,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,2,0.00
Peru,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,4,0.00
Iceland,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Indonesia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,97,0.00
Hungary,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Croatia,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Bahrain,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Zimbabwe,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,307,15.69
Hong Kong,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Lithuania,Course - System Thinking - Run 15 - YouTube - Lead Gen - B, --,0,0.00
Norway,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,139,2.00
Sweden,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,151,8.00
Mexico,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,975,23.99
Germany,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,422,15.00
New Zealand,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,127,3.00
Canada,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,326,12.00
Spain,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,359,17.00
Italy,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,292,7.00
South Africa,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,"7,036",243.55
Netherlands,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,400,15.00
Australia,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,494,18.00
Ireland,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,115,2.00
Belgium,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,113,3.00
Switzerland,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,159,5.00
United Kingdom,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,954,31.02
Denmark,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,110,1.00
Japan,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,166,7.00
France,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase, --,295,7.00
Malaysia,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,443,18.00
South Africa,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,"1,125",129.00
Peru,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,794,22.00
Singapore,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,52,3.00
Qatar,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,61,5.00
Ukraine,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,312,8.00
Philippines,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,"3,000",78.00
Saudi Arabia,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,316,12.00
China,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,5,0.00
Chile,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,144,7.00
Poland,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,84,10.00
Mexico,Course - System Thinking - Run 12 - Discovery - Webinar - B, --,845,37.00
"Alaska, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,4,0.00
"Kansas, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,19,0.00
"Kentucky, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,35,2.00
United States,Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA, --,"46,328",863.28
"Rhode Island, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,10,2.00
"Maryland, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,84,1.00
"Louisiana, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,28,0.00
"Nevada, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,24,1.00
"Ohio, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,82,5.00
"Michigan, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,80,2.00
"Montana, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,4,0.00
"Connecticut, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,48,0.00
"Florida, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,192,3.00
"New Mexico, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,22,1.00
"Oklahoma, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,30,1.00
"Vermont, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,5,0.00
"Tennessee, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,52,1.00
"Utah, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,28,0.00
"Pennsylvania, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,127,1.00
"Mississippi, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,24,0.00
"Alabama, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,24,0.00
"Wyoming, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,2,0.00
"Arkansas, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,7,0.00
"New Jersey, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,97,2.00
"New Hampshire, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,15,0.00
"Wisconsin, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,31,0.00
"Illinois, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,124,3.00
"West Virginia, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,8,0.00
"Nebraska, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,11,0.00
"Minnesota, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,47,1.00
"Colorado, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,75,1.00
"North Dakota, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,7,0.00
"Georgia, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,132,2.00
"South Carolina, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,42,1.00
"Oregon, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,40,1.00
"Maine, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,8,0.00
"North Carolina, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,71,0.00
"Idaho, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,7,0.00
"Washington, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,137,4.00
"Missouri, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,44,1.00
"Iowa, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,11,0.00
"Arizona, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,61,1.00
"South Dakota, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,1,0.00
"Virginia, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,159,6.00
"Indiana, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,57,2.00
"Delaware, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,14,0.00
"Massachusetts, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,"1,455",62.00
"New York, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,299,11.00
"Hawaii, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,12,1.00
"Texas, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,313,5.00
"California, United States",Lifetime Campaign - Leadership Principles  - US (Run 3), --,556,20.00
Armenia,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,0,0.00
Poland,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,7,0.00
Thailand,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,26,0.00
Argentina,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,34,2.00
Croatia,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,4,0.00
Mozambique,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,0,0.00
Chile,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,14,0.00
Barbados,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,0,0.00
Peru,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,49,4.00
Mexico,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,55,0.00
China,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,0,0.00
Egypt,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,360,10.00
Ghana,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,436,25.00
United Arab Emirates,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,20,2.00
South Africa,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,108,4.00
Trinidad and Tobago,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,0,0.00
Philippines,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,284,2.00
Singapore,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,2,0.00
Nigeria,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,"1,043",51.00
Turkiye,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,117,2.00
Ukraine,Lifetime YouTube - Organizational Strategy  - B (Run 1), --,80,0.00
South Africa,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
United Kingdom,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
New Zealand,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Germany,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Denmark,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Mexico,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Netherlands,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Australia,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Sweden,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Japan,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Italy,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Switzerland,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
France,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Belgium,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Spain,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Ireland,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Norway,Course - System Thinking - Run 15 - YouTube - Remarketing - A #2, --,0,0.00
Brazil,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022, --,"3,070",82.00
Malaysia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,20,1.00
Tanzania,Course - System Thinking - Run 17 - Search - Prospecting - B, --,313,35.00
Nigeria,Course - System Thinking - Run 17 - Search - Prospecting - B, --,835,122.99
South Korea,Course - System Thinking - Run 17 - Search - Prospecting - B, --,2,0.00
Zimbabwe,Course - System Thinking - Run 17 - Search - Prospecting - B, --,76,12.00
Czechia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,1,0.00
Sri Lanka,Course - System Thinking - Run 17 - Search - Prospecting - B, --,104,7.00
Paraguay,Course - System Thinking - Run 17 - Search - Prospecting - B, --,7,0.00
Peru,Course - System Thinking - Run 17 - Search - Prospecting - B, --,15,0.00
Georgia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,7,1.00
Bulgaria,Course - System Thinking - Run 17 - Search - Prospecting - B, --,7,1.00
Uganda,Course - System Thinking - Run 17 - Search - Prospecting - B, --,212,30.00
Morocco,Course - System Thinking - Run 17 - Search - Prospecting - B, --,122,15.00
Austria,Course - System Thinking - Run 17 - Search - Prospecting - B, --,0,0.00
Argentina,Course - System Thinking - Run 17 - Search - Prospecting - B, --,36,1.00
Turkiye,Course - System Thinking - Run 17 - Search - Prospecting - B, --,78,3.00
Israel,Course - System Thinking - Run 17 - Search - Prospecting - B, --,1,0.00
Croatia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,3,0.00
Kenya,Course - System Thinking - Run 17 - Search - Prospecting - B, --,483,64.00
Romania,Course - System Thinking - Run 17 - Search - Prospecting - B, --,7,0.00
Saudi Arabia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,7,0.00
Bolivia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,3,0.00
Bahrain,Course - System Thinking - Run 17 - Search - Prospecting - B, --,4,0.00
Finland,Course - System Thinking - Run 17 - Search - Prospecting - B, --,1,0.00
Serbia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,5,0.00
Jordan,Course - System Thinking - Run 17 - Search - Prospecting - B, --,19,0.00
Cote d'Ivoire,Course - System Thinking - Run 17 - Search - Prospecting - B, --,11,1.00
Iceland,Course - System Thinking - Run 17 - Search - Prospecting - B, --,1,0.00
Hong Kong,Course - System Thinking - Run 17 - Search - Prospecting - B, --,4,0.00
Bangladesh,Course - System Thinking - Run 17 - Search - Prospecting - B, --,"1,244",103.00
Colombia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,7,0.00
Estonia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,1,0.00
Lithuania,Course - System Thinking - Run 17 - Search - Prospecting - B, --,2,0.00
Chile,Course - System Thinking - Run 17 - Search - Prospecting - B, --,4,0.00
Taiwan,Course - System Thinking - Run 17 - Search - Prospecting - B, --,3,0.00
Hungary,Course - System Thinking - Run 17 - Search - Prospecting - B, --,2,0.00
Slovakia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,1,0.00
Liberia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,72,11.00
