Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Cost,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49,Clicks
Broad,USA,Wednesday,0,Nov,0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.60373133,-0.3726669,0.13083036,0.187328,-0.12544148,0.23073094,0.012411239,0.3349638,-0.02435225,0.21431361,-0.008569167,-0.30664018,0.055097528,-0.13634449,0.054681875,0.03224071,-0.17242272,0.11576641,0.021688234,0.10167139,-0.040556412,-0.006331975,-0.028811267,-0.060523324,-0.0029232427,-0.060065527,-0.008367168,0.033943325,-0.026746416,0.011219578,-0.0075965035,0.050395995,0.025008533,-0.010474839,-0.07120909,0.070753016,-0.03261279,-0.042412095,0.00040345927,-0.015656302,0.07298773,-0.044289738,-0.033336524,0.010496922,-0.021717543,0.015022121,-0.019480716,0.008703173,0.044947937,-0.053058583,1
Phrase,B,Tuesday,0,Jul,0,62,10.809748150372926,10.541827553561605,10.541644725972676,0.0,-0.01137261473855666,66.0,0.527687,5.498622,2.4,0.7557319,-0.15936254,0.3859555,0.053041577,0.3125912,0.014231652,0.15231602,0.028169086,0.1370806,-0.12119023,0.02616198,-0.043045,-0.050391898,0.07776287,-0.015263765,0.10850171,-0.017088184,0.04905531,-0.011303119,-0.034591135,-0.040281165,-0.006206679,-0.05037119,-0.037611604,-0.04952378,0.02371219,0.08423765,0.12937942,0.03356076,0.05556525,-0.040388267,-0.048092317,0.029394913,0.036997885,-0.020720506,0.0037327695,-0.06857226,0.019874485,0.003577804,0.052809533,-0.07598825,0.04757842,-0.018029328,-0.048942327,0.06968591,0.025683705,-0.03661839,0.0002540525,0.01791037,0.0051530376,3
Exact,A,Friday,0,Apr,0,24,10.007892611890918,9.133508290691841,8.762236367188065,0.2006482512920229,0.21410399134160066,78.0,0.834399,9.19092,1.22,0.8400612,-0.39612988,0.22670649,-0.13509181,-0.050193135,0.04266512,-0.07706457,-0.12089618,-0.047076967,0.049845308,0.050446525,-0.0147671,-0.033950992,-0.014490958,-0.012986805,-0.03547088,-0.016033111,-0.010727293,-0.035280593,0.0779009,0.041297004,0.02286312,0.03686771,0.03645473,-0.005465882,-0.0015800727,-0.016293878,-0.018530387,-0.0071532014,-0.043343436,0.027907986,-0.0020748721,-0.014268322,0.002040187,-0.013067699,-0.008011446,0.020222614,0.014836544,-0.025155317,-0.022161454,0.009261681,0.014703339,-0.037424084,-0.07619089,0.01531819,-0.03284882,-0.01717687,-0.054847255,0.021045316,0.043194864,1
Phrase,A,Tuesday,0,Apr,0,27,7.550135342488429,7.981806081330511,7.804888254198274,0.4053262674276228,0.10333808706957788,23.0,0.84256,3.8,3.49,0.58911026,0.20883048,-0.06742632,0.11114917,-0.10091291,-0.46026203,0.030598696,0.21943137,-0.12177875,-0.103350885,0.15735897,-0.012861162,0.027781295,0.108350016,-0.07111979,-0.24607122,0.08876549,0.11094099,-0.19595201,-0.0025435789,-0.02430758,-0.05743899,-0.15989108,0.12575865,-0.068000264,-0.12398544,0.070777826,0.13669658,0.097066015,-0.10121138,0.074267834,-0.018806027,-0.09099528,-0.018764373,-0.045320675,0.03745377,0.0602052,0.031469278,0.0013880363,-0.008929383,0.013005738,-0.035716765,-0.009047867,-0.0018672615,0.013594388,0.011635922,-0.0120002525,0.02867387,-0.008058552,0.0035680917,2
Phrase,USA,Tuesday,0,Mar,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.7884936,0.15261942,0.1350787,0.008483606,0.27522913,0.22974728,0.020863524,0.18288557,0.11876458,-0.26934657,0.035854872,0.14261444,0.006613015,0.07235904,0.0895829,0.062373925,-0.05614087,0.033458725,-0.016841901,0.008915846,0.01724045,0.11392741,0.02661628,0.009377001,0.009394226,-0.036524493,-0.017563706,-0.00046336383,-0.022308134,-0.0055199633,0.059994884,-0.025273195,-0.025576953,0.00093354087,-0.020952618,0.02397945,0.019063365,0.0069977716,0.07237421,-0.010483698,-0.002112914,-0.008021075,0.013600693,0.00735333,-0.01153163,-0.104173526,0.0014255046,0.058038328,0.037571,0.008270601,1
Broad,A,Monday,0,Nov,0,91,6.175867270105761,6.244516852539206,6.175665442969085,0.0,0.03547849422578092,76.0,3.011213,20.541794,3.03,0.74805975,-0.1781901,0.38384005,0.12665245,0.16423137,-0.27227977,0.18503498,0.09354556,0.09878512,-0.13811906,0.0027859036,0.09997412,0.033424824,0.03135069,0.054958157,0.062518984,-0.08511087,0.004881456,0.029194899,0.02914675,-0.013848366,0.02007165,0.0545608,-0.030351155,-0.007081511,-0.049581695,-0.0051617227,0.05472114,-0.00904155,-0.021400956,0.025836868,-0.0039874283,-0.036508176,0.039726555,0.03045833,0.06597046,-0.016443582,-0.05561751,0.018166557,-0.022312464,-0.095939904,-0.0204753,-0.024621965,0.061991367,-0.021557545,-0.035271257,-0.018429015,-0.061507814,-0.013720053,-0.025033334,4
Phrase,A,Sunday,1,Jun,0,92,8.999742789830492,8.999742789830492,8.796355211430706,0.0,0.11629945939313681,35.0,0.453332,2.455562,4.89,0.8422776,-0.04985057,0.2649209,-0.1867974,0.24853526,0.019234536,-0.150059,-0.0691541,-0.14345494,-0.0025332647,-0.039840106,-0.09780824,0.05794658,0.0933873,0.013367359,0.02308125,-0.017391983,0.005116375,-0.038348414,0.020323846,0.070423506,0.0059979125,0.012132453,0.019392492,0.03050973,0.0120262895,0.039352916,0.006491458,-0.07988582,0.0036185666,0.06787559,0.024045527,0.052840006,0.013884922,0.07435617,0.05250271,0.024872702,-0.04806146,-0.051491193,-0.021183627,0.04800757,-0.013041768,0.06696878,0.034091838,-0.009348017,-0.0022032368,0.0062122946,0.015798384,-0.034548204,0.0080854185,3
Broad,B,Sunday,1,Nov,0,92,11.010415172807951,11.010415172807951,11.010415172807951,0.0,-2.4694939242420226e-16,56.0,0.480678,5.268923,5.2,0.6404581,0.1342403,0.26061583,-0.36620793,-0.050594922,-0.3386163,0.03149558,-0.015069297,0.021678494,0.0031942795,0.10357041,-0.18203911,-0.09740887,-0.055468354,0.022775076,-0.18784316,0.023591358,-0.005216024,0.10507655,-0.19457161,-0.12828234,0.008173164,-0.020124257,-0.07732889,0.013039509,-0.05396021,-0.06864104,0.039377537,-0.06635087,-0.06786123,-0.02850923,0.074902125,0.13482091,-0.07535515,-0.102364585,-0.13816582,-0.011888601,-0.00435508,0.0139362365,0.031024938,-0.048721187,0.0023107387,0.020881662,0.03637631,-0.033434797,-0.010780653,0.02785616,0.012067146,-0.0033496707,-0.019969773,14
Phrase,USA,Wednesday,0,Jun,0,96,7.783640596221253,8.526088622665625,8.526088622665625,-0.20475233378180135,-3.8470837582920314e-16,50.0,0.718322,7.49,7.05,0.73962396,-0.15618128,-0.47342807,-0.12271247,-0.109656714,0.18448359,0.20334417,0.07824853,-0.025846953,-0.08674691,-0.124982,-0.1532649,-0.04030491,-0.0053830314,0.013962971,-0.033625077,0.031445432,-0.020203209,0.030118467,-0.092499964,-0.004790631,0.011749435,0.039172426,0.009198471,0.030034948,-0.04864577,-0.024131658,-0.01718225,-0.004180949,0.02000002,0.028514272,0.04798024,0.022258073,-0.025637625,0.013635506,0.03279693,0.025356064,-0.03302283,0.019846518,0.06869074,-0.0057188943,0.0068063485,-0.0628796,0.034621365,-0.010136932,0.020893484,-0.05741472,0.008171588,0.011012227,0.08199824,2
Exact,B,Wednesday,0,Aug,0,54,7.783640596221253,8.255840264702947,8.42508983264792,0.0,-0.09850664655239896,50.0,0.718322,7.49,0.42,0.81573856,-0.04118734,-0.40465727,-0.20387205,-0.050152317,0.1915248,0.048408452,-0.062293082,-0.08273429,-0.019209027,-0.00011284401,0.054990478,-0.0139716435,-0.023817642,0.0041438923,-0.08518836,0.017444607,0.11517464,-0.009345284,0.035223074,-0.065963864,0.03966957,0.060149983,-0.031133384,0.039087255,0.01357009,0.05427261,-0.018984156,-0.03322339,-0.025993114,0.018905044,0.08438285,-0.071311906,-0.06636375,-0.009411974,-0.010699151,-0.018910555,-0.05077693,-0.039890803,0.045232635,-0.01211888,0.0018494551,0.009761997,-0.02341461,0.033764638,0.06307569,-0.03818735,0.004005018,0.0043497514,0.022608886,1
Exact,B,Saturday,1,Jul,0,65,8.999742789830492,8.931487337116584,8.863920105576986,-0.20476635814172184,0.03474886193465149,35.0,0.453332,2.455562,0.37,0.8422776,-0.04985057,0.2649209,-0.1867974,0.24853526,0.019234536,-0.150059,-0.0691541,-0.14345494,-0.0025332647,-0.039840106,-0.09780824,0.05794658,0.0933873,0.013367359,0.02308125,-0.017391983,0.005116375,-0.038348414,0.020323846,0.070423506,0.0059979125,0.012132453,0.019392492,0.03050973,0.0120262895,0.039352916,0.006491458,-0.07988582,0.0036185666,0.06787559,0.024045527,0.052840006,0.013884922,0.07435617,0.05250271,0.024872702,-0.04806146,-0.051491193,-0.021183627,0.04800757,-0.013041768,0.06696878,0.034091838,-0.009348017,-0.0022032368,0.0062122946,0.015798384,-0.034548204,0.0080854185,1
Broad,B,Friday,0,Dec,0,59,6.90875477931522,6.58063913728495,6.702131240507072,0.0,-0.06977863327875117,30.0,0.490836,2.440947,2.46,0.74974185,0.09677687,-0.10571289,0.15396109,0.40526807,0.21848817,-0.2129568,-0.18093835,-0.15253419,-0.010501925,0.010598973,-0.10618333,0.05205009,0.09211056,0.015498968,0.027276134,-0.052402493,0.02357607,-0.005439959,-0.036094405,-0.008180307,-0.012792348,-0.023569638,-0.03859683,0.04767866,0.04650566,0.044141546,-9.3564784e-05,0.0058777817,0.05182756,0.03377255,0.034491062,-0.03148851,-0.02282879,-0.067905396,0.013017237,0.071592845,0.062800825,-0.020745061,0.0014350844,0.016238347,0.020125533,-0.027835961,0.07701491,-0.003037546,0.021636968,-0.066048086,-0.028664397,-0.092631675,-0.029566303,6
Broad,A,Thursday,0,Dec,1,39,5.968707559985366,6.106814033398963,6.209990234185807,-0.20715971012039525,-0.05313124399438083,53.0,0.631556,6.243643,2.06,0.65975153,0.055606205,-0.11301275,0.58094543,0.23756962,-0.06667257,-0.14582483,-0.24015932,-0.074433975,-0.024871806,0.113078274,-0.07793639,-0.054848175,0.036339533,-0.01549444,-0.021841882,-0.07242837,-0.033359118,0.0171047,-0.026888669,-0.023792833,0.03785781,0.0452816,-0.04090895,0.037473973,-0.007092998,-0.031148342,-0.0111339595,-0.039633,-0.060473103,-0.0377656,0.019727869,-0.020018885,0.005424272,0.0010580557,0.021445796,-0.0077767107,0.021751799,0.06571888,-0.041530367,-0.022337357,0.06401328,-0.042982906,-0.0032196846,0.043599643,-0.002645304,-0.007926688,0.021033429,0.04948423,-0.00025969945,1
Broad,USA,Sunday,1,Mar,0,29,6.3818160174060985,6.3818160174060985,6.414953204052574,0.0,-0.005680660567966847,38.0,0.75,7.510627,5.38,0.7639222,-0.05593276,-0.4025306,-0.22426337,-0.029798944,0.19044895,-0.009195606,-0.054471318,-0.03198634,0.009133523,0.080448076,0.11256321,-0.024687506,-0.07516476,0.039329622,-0.1537697,0.02901648,0.12675218,-0.109988764,0.110355,0.052843466,0.06706527,0.0601089,-0.0026894342,0.02099563,-0.015459358,0.057643753,0.028531592,-0.04478246,0.031798966,-0.0067413896,0.025918864,-0.031841304,0.10566999,0.036061272,-0.010684105,-0.017429492,-0.12103071,0.016289696,0.07817649,-0.05092202,-0.014594219,-0.049899366,0.01782169,0.018032689,0.004840155,0.07060349,0.03074391,0.0054788273,-0.039597765,1
Exact,USA,Saturday,1,May,0,149,4.948759890378168,4.042110380829989,4.010722463735905,-0.33085424431698973,0.06170163963767376,11.0,2.289629,9.43011,9.31,0.62493366,-0.20601936,-0.40194723,0.119285814,-0.104361124,0.101195134,0.22907127,0.26652125,-0.052331157,0.06936218,0.010496322,-0.060759958,-0.065943,0.14039835,-0.098722324,-0.12277683,0.005512511,-0.067921124,-0.12827355,-0.07527451,0.030235955,0.017724972,-0.006056526,0.09157886,-0.159832,0.156188,-0.07828272,-0.00089942693,-0.25360692,0.035440676,0.030409928,0.006671965,-0.012392979,0.055929594,-0.011788846,-0.004464725,-0.116289236,0.08864927,-0.012913985,-0.034480978,-0.014140677,0.003163289,0.0010082086,0.01564821,0.0015652332,-0.017292487,-0.0017956594,-0.0052894303,-0.017914824,-0.0060893353,2
Phrase,USA,Friday,0,Aug,0,31,7.550135342488429,7.564611535040779,7.436915084938046,0.8019223056088993,0.08982534243186113,27.0,0.484526,4.99073,13.45,0.8320953,0.22437687,-0.017916473,0.017022246,0.075130224,0.20862164,-0.22506513,0.059234034,-0.1914208,-0.12680003,-0.053076044,-0.024630364,-0.020783437,0.11436642,0.008576636,0.09145575,0.03662697,0.04952877,0.0051194285,-0.0042249924,-0.010266514,-0.03637437,0.061794076,-0.05572988,-0.012760206,0.015874678,0.0695967,-0.07803809,-0.004570795,-0.0043526394,-0.018990545,0.06916375,-0.046935238,-0.014261288,-0.051813018,-0.05344236,0.031486016,0.07068955,0.14182177,-0.0071549546,-0.0045835576,-0.02115143,-0.054898266,-0.045807656,-0.04517893,-0.0023572813,0.05505372,0.022813456,-0.03325666,0.011374816,1
Broad,USA,Thursday,0,Dec,0,60,7.550135342488429,7.909754054821353,8.049360459235116,-0.18917018790015128,-0.08260730443565693,60.0,1.54,12.309891,13.58,0.74693394,0.25923496,-0.15448385,-0.08720215,0.14729057,-0.15128838,-0.12944312,0.028439915,-0.08479233,0.038817637,-0.011423648,0.10578199,0.22979328,-0.037012354,0.088024914,-0.05364662,0.18654816,-0.059623033,-0.22733164,-0.039291866,0.03390609,0.01181357,0.035972737,-0.12131135,0.029959843,-0.07221889,-0.046648115,-0.020270877,0.06620884,0.024647038,-0.10603688,0.09257676,0.06590973,0.025586074,-0.09624413,0.12857799,-0.122665405,0.0001738722,0.018181525,-0.0054852194,0.043324716,0.029599084,0.043893598,-0.020468306,-0.002350877,-0.012344543,0.0021683266,-0.04830144,0.0048968717,0.015772656,5
Broad,B,Monday,0,Nov,0,84,6.175867270105761,6.244516852539206,6.175665442969085,0.0,0.03547849422578092,76.0,3.011213,20.541794,2.45,0.74805975,-0.1781901,0.38384005,0.12665245,0.16423137,-0.27227977,0.18503498,0.09354556,0.09878512,-0.13811906,0.0027859036,0.09997412,0.033424824,0.03135069,0.054958157,0.062518984,-0.08511087,0.004881456,0.029194899,0.02914675,-0.013848366,0.02007165,0.0545608,-0.030351155,-0.007081511,-0.049581695,-0.0051617227,0.05472114,-0.00904155,-0.021400956,0.025836868,-0.0039874283,-0.036508176,0.039726555,0.03045833,0.06597046,-0.016443582,-0.05561751,0.018166557,-0.022312464,-0.095939904,-0.0204753,-0.024621965,0.061991367,-0.021557545,-0.035271257,-0.018429015,-0.061507814,-0.013720053,-0.025033334,3
Broad,A,Monday,0,Jun,0,84,3.044522437723423,4.042110380829989,3.96935919215665,-0.33085424431698973,0.006037307869888561,17.0,0.201256,2.896369,0.5,0.5052851,0.14893569,0.39039764,0.32056156,0.12912133,0.2586314,0.29150036,0.07969093,0.11677857,-0.07689161,0.044709086,0.08849603,0.19195339,0.0038288177,-0.1693976,-0.20041646,-0.13716781,0.055563603,-0.070276864,-0.04342958,0.07746452,-0.033109285,0.1883168,0.055870213,0.007693875,0.12921573,-0.06209709,0.011051823,0.08038442,-0.084092535,-0.1674127,-0.00016576878,0.018452805,-0.06565741,0.04993266,-0.026427975,0.03224434,0.026806397,0.010320766,0.06311108,0.049946707,-0.039921235,0.010967952,0.037631836,0.022707235,0.016742682,0.015415943,-0.012407151,0.000440165,0.011814811,1
Broad,B,Saturday,1,Mar,0,44,6.3818160174060985,6.3818160174060985,6.414953204052574,0.0,-0.005680660567966847,38.0,0.75,7.510627,0.18,0.7639222,-0.05593276,-0.4025306,-0.22426337,-0.029798944,0.19044895,-0.009195606,-0.054471318,-0.03198634,0.009133523,0.080448076,0.11256321,-0.024687506,-0.07516476,0.039329622,-0.1537697,0.02901648,0.12675218,-0.109988764,0.110355,0.052843466,0.06706527,0.0601089,-0.0026894342,0.02099563,-0.015459358,0.057643753,0.028531592,-0.04478246,0.031798966,-0.0067413896,0.025918864,-0.031841304,0.10566999,0.036061272,-0.010684105,-0.017429492,-0.12103071,0.016289696,0.07817649,-0.05092202,-0.014594219,-0.049899366,0.01782169,0.018032689,0.004840155,0.07060349,0.03074391,0.0054788273,-0.039597765,1
Broad,USA,Friday,0,Mar,0,7,7.783640596221253,8.526088622665625,8.457837844738357,0.0,0.04680053343583985,50.0,0.718322,7.49,17.77,0.81573856,-0.04118734,-0.40465727,-0.20387205,-0.050152317,0.1915248,0.048408452,-0.062293082,-0.08273429,-0.019209027,-0.00011284401,0.054990478,-0.0139716435,-0.023817642,0.0041438923,-0.08518836,0.017444607,0.11517464,-0.009345284,0.035223074,-0.065963864,0.03966957,0.060149983,-0.031133384,0.039087255,0.01357009,0.05427261,-0.018984156,-0.03322339,-0.025993114,0.018905044,0.08438285,-0.071311906,-0.06636375,-0.009411974,-0.010699151,-0.018910555,-0.05077693,-0.039890803,0.045232635,-0.01211888,0.0018494551,0.009761997,-0.02341461,0.033764638,0.06307569,-0.03818735,0.004005018,0.0043497514,0.022608886,6
Broad,B,Friday,0,Nov,0,73,8.999742789830492,8.79497643168877,8.79497643168877,0.0,2.3041380555038732e-17,77.0,4.76,15.38,1.6,0.763623,-0.37354124,-0.017954426,-0.085806504,-0.17655133,-0.023736635,0.025398714,-0.037696935,0.18535018,0.04284896,-0.16638239,-0.06627877,-0.22556469,-0.06344301,-0.08055142,-0.01958709,0.11735746,-0.03235371,0.041468676,-0.049079128,0.106440514,-0.05198109,0.016723104,0.069760665,-0.008784591,-0.014756919,-0.020852752,-0.048511602,0.09602731,-0.029771898,0.011167592,-0.031234879,0.09730785,0.0972782,-0.012421722,0.12450506,0.043599226,0.05790574,0.04938696,0.03742561,0.026215214,0.031699657,-0.033201624,0.068228066,-0.023127696,0.022084976,0.0070520802,0.018964866,0.011509455,-0.026574936,5
Exact,USA,Thursday,0,Nov,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.60373133,-0.3726669,0.13083036,0.187328,-0.12544148,0.23073094,0.012411239,0.3349638,-0.02435225,0.21431361,-0.008569167,-0.30664018,0.055097528,-0.13634449,0.054681875,0.03224071,-0.17242272,0.11576641,0.021688234,0.10167139,-0.040556412,-0.006331975,-0.028811267,-0.060523324,-0.0029232427,-0.060065527,-0.008367168,0.033943325,-0.026746416,0.011219578,-0.0075965035,0.050395995,0.025008533,-0.010474839,-0.07120909,0.070753016,-0.03261279,-0.042412095,0.00040345927,-0.015656302,0.07298773,-0.044289738,-0.033336524,0.010496922,-0.021717543,0.015022121,-0.019480716,0.008703173,0.044947937,-0.053058583,2
Broad,A,Saturday,1,Feb,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,0.45564032,0.39967892,-0.23868324,-0.19192688,0.05959275,-0.106073976,0.05540392,-0.06572329,0.3868865,0.08367836,0.19078028,-0.26051453,0.22957659,0.098811224,-0.07064229,-0.004070669,0.00015801289,-0.21944284,0.16543877,0.18152589,0.058137543,-0.03043836,0.011398113,0.058252525,-0.10481276,-0.07640702,0.13110569,-0.018937696,0.019612635,0.0025842318,0.03418247,0.14051212,-0.002679584,-0.010392278,0.09279552,-0.015460011,-0.046811324,0.041860666,0.041148983,0.014861507,0.016729666,-0.024367845,0.0037200092,-0.002757076,0.012245361,-0.0021982817,-0.002249363,-0.013229208,0.006255763,-0.012403593,8
Broad,A,Saturday,1,Mar,0,6,7.783640596221253,8.526088622665625,8.457837844738357,0.0,0.04680053343583985,50.0,0.718322,7.49,2.27,0.73962396,-0.15618128,-0.47342807,-0.12271247,-0.109656714,0.18448359,0.20334417,0.07824853,-0.025846953,-0.08674691,-0.124982,-0.1532649,-0.04030491,-0.0053830314,0.013962971,-0.033625077,0.031445432,-0.020203209,0.030118467,-0.092499964,-0.004790631,0.011749435,0.039172426,0.009198471,0.030034948,-0.04864577,-0.024131658,-0.01718225,-0.004180949,0.02000002,0.028514272,0.04798024,0.022258073,-0.025637625,0.013635506,0.03279693,0.025356064,-0.03302283,0.019846518,0.06869074,-0.0057188943,0.0068063485,-0.0628796,0.034621365,-0.010136932,0.020893484,-0.05741472,0.008171588,0.011012227,0.08199824,1
Broad,USA,Sunday,1,Feb,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.37047914,0.4776025,0.29838207,0.22756332,-0.5305672,0.19507352,-0.14559473,0.0063469857,0.106353745,-0.19614834,-0.0422072,0.07808673,0.025097672,-0.10874577,-0.15022066,-0.05232552,-0.04590961,-0.05442482,-0.006373173,-0.047976594,0.029251998,-0.087525815,-0.011504529,-0.012072891,0.0034898475,-0.026963685,0.039798975,0.031689923,-0.06018957,0.1157917,0.07237556,0.064053625,0.018742152,0.017420024,-0.02575382,0.01257622,0.035690214,-0.043180935,0.005119939,0.02069575,-0.002483137,0.025126249,-0.022307433,-0.029577436,0.0059297006,0.0020442845,0.036053028,-0.034562882,-0.03932307,0.023277245,1
Broad,B,Wednesday,0,Nov,0,82,6.90875477931522,6.647445300168694,6.800506130711664,0.0,-0.11244553234938841,30.0,0.490836,2.440947,4.92,0.74974185,0.09677687,-0.10571289,0.15396109,0.40526807,0.21848817,-0.2129568,-0.18093835,-0.15253419,-0.010501925,0.010598973,-0.10618333,0.05205009,0.09211056,0.015498968,0.027276134,-0.052402493,0.02357607,-0.005439959,-0.036094405,-0.008180307,-0.012792348,-0.023569638,-0.03859683,0.04767866,0.04650566,0.044141546,-9.3564784e-05,0.0058777817,0.05182756,0.03377255,0.034491062,-0.03148851,-0.02282879,-0.067905396,0.013017237,0.071592845,0.062800825,-0.020745061,0.0014350844,0.016238347,0.020125533,-0.027835961,0.07701491,-0.003037546,0.021636968,-0.066048086,-0.028664397,-0.092631675,-0.029566303,11
Phrase,USA,Tuesday,0,Aug,0,34,10.809748150372926,9.939835896042796,9.905807538118735,-0.20417014754436558,0.005833432786981183,66.0,0.527687,5.498622,7.46,0.7557319,-0.15936254,0.3859555,0.053041577,0.3125912,0.014231652,0.15231602,0.028169086,0.1370806,-0.12119023,0.02616198,-0.043045,-0.050391898,0.07776287,-0.015263765,0.10850171,-0.017088184,0.04905531,-0.011303119,-0.034591135,-0.040281165,-0.006206679,-0.05037119,-0.037611604,-0.04952378,0.02371219,0.08423765,0.12937942,0.03356076,0.05556525,-0.040388267,-0.048092317,0.029394913,0.036997885,-0.020720506,0.0037327695,-0.06857226,0.019874485,0.003577804,0.052809533,-0.07598825,0.04757842,-0.018029328,-0.048942327,0.06968591,0.025683705,-0.03661839,0.0002540525,0.01791037,0.0051530376,2
Broad,A,Saturday,1,Nov,0,86,7.550135342488429,8.044862810630562,8.116914837139719,0.0,-0.04940710389199386,60.0,1.54,12.309891,0.65,0.74693394,0.25923496,-0.15448385,-0.08720215,0.14729057,-0.15128838,-0.12944312,0.028439915,-0.08479233,0.038817637,-0.011423648,0.10578199,0.22979328,-0.037012354,0.088024914,-0.05364662,0.18654816,-0.059623033,-0.22733164,-0.039291866,0.03390609,0.01181357,0.035972737,-0.12131135,0.029959843,-0.07221889,-0.046648115,-0.020270877,0.06620884,0.024647038,-0.10603688,0.09257676,0.06590973,0.025586074,-0.09624413,0.12857799,-0.122665405,0.0001738722,0.018181525,-0.0054852194,0.043324716,0.029599084,0.043893598,-0.020468306,-0.002350877,-0.012344543,0.0021683266,-0.04830144,0.0048968717,0.015772656,1
Phrase,A,Monday,0,Oct,1,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.37047914,0.4776025,0.29838207,0.22756332,-0.5305672,0.19507352,-0.14559473,0.0063469857,0.106353745,-0.19614834,-0.0422072,0.07808673,0.025097672,-0.10874577,-0.15022066,-0.05232552,-0.04590961,-0.05442482,-0.006373173,-0.047976594,0.029251998,-0.087525815,-0.011504529,-0.012072891,0.0034898475,-0.026963685,0.039798975,0.031689923,-0.06018957,0.1157917,0.07237556,0.064053625,0.018742152,0.017420024,-0.02575382,0.01257622,0.035690214,-0.043180935,0.005119939,0.02069575,-0.002483137,0.025126249,-0.022307433,-0.029577436,0.0059297006,0.0020442845,0.036053028,-0.034562882,-0.03932307,0.023277245,1
Broad,B,Thursday,0,Nov,1,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.45564032,0.39967892,-0.23868324,-0.19192688,0.05959275,-0.106073976,0.05540392,-0.06572329,0.3868865,0.08367836,0.19078028,-0.26051453,0.22957659,0.098811224,-0.07064229,-0.004070669,0.00015801289,-0.21944284,0.16543877,0.18152589,0.058137543,-0.03043836,0.011398113,0.058252525,-0.10481276,-0.07640702,0.13110569,-0.018937696,0.019612635,0.0025842318,0.03418247,0.14051212,-0.002679584,-0.010392278,0.09279552,-0.015460011,-0.046811324,0.041860666,0.041148983,0.014861507,0.016729666,-0.024367845,0.0037200092,-0.002757076,0.012245361,-0.0021982817,-0.002249363,-0.013229208,0.006255763,-0.012403593,2
