Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Cost,llm_relevance_score,Clicks
Exact match,USA,Thursday,0,Mar,0,25,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.09237530927500734,63.0,2.97,11.89,7.52,4,1
Phrase match,USA,Sunday,1,Mar,0,29,5.771441123130016,6.106814033398963,6.141340651752362,-0.20715971012039525,-0.02959424430291327,27.0,6.37,37.94,19.09,4,5
Broad match,USA,Wednesday,0,Jul,0,61,8.999742789830492,9.066625540261166,9.133508290691841,0.0,-0.045862457438176664,6.0,1.88,10.84,18.96,3,5
Phrase match,A,Thursday,0,Jan,0,95,3.044522437723423,3.470111758310965,3.3871386869377687,-0.38946476676172326,-0.030286303965934586,50.0,3.75,9.14,0.98,4,1
Broad match,USA,Wednesday,0,Jun,1,96,2.3978952727983707,2.8289800494150725,2.613437661106721,-0.6466271649250523,0.07390024742000596,46.0,2.58,5.22,11.28,5,7
Exact match,USA,Tuesday,0,Nov,0,132,3.713572066704308,4.025114346173935,3.7578349349423075,0.7777045685880082,0.24857756153672708,60.0,4.27,17.3,8.12,5,2
Broad match,B,Sunday,1,Oct,0,120,2.3978952727983707,2.613437661106721,2.505666466952546,-0.6466271649250523,0.055425185565004455,46.0,2.58,5.22,8.83,5,15
Exact match,C,Saturday,1,Nov,0,72,5.351858133476067,5.351858133476067,5.316825703980499,0.0,0.018016678026291894,46.0,2.69,10.75,1.23,4,2
Phrase match,A,Friday,0,Apr,0,3,3.9318256327243257,4.301345237025992,4.0802098405384895,-0.33085424431698973,0.08175814661825871,32.0,4.39,14.7,2.68,4,4
Broad match,B,Sunday,1,Nov,0,69,6.3818160174060985,6.58063913728495,6.547501950638473,0.0,0.01704198170390161,73.0,4.2,46.65,4.82,5,3
Broad match,A,Tuesday,0,Sep,0,6,3.713572066704308,4.656826301137289,4.802793095757729,0.4379003838613187,-0.050045758155579136,82.0,2.83,8.0,0.99,4,1
Broad match,USA,Tuesday,0,Aug,0,48,5.564520407322694,5.771441123130015,5.736954337162129,0.0,0.005912020451637844,6.0,0.97,16.08,4.97,3,1
Broad match,USA,Monday,0,Nov,0,70,5.351858133476067,5.564520407322694,5.493087339179471,0.0,0.060713177311025775,46.0,2.69,10.75,51.67,4,5
Exact match,B,Monday,0,Sep,0,7,3.044522437723423,3.8590744440509863,3.96935919215665,0.0,-0.07562382727245467,53.0,4.25,18.02,0.01,5,2
Broad match,A,Saturday,1,Dec,0,100,3.713572066704308,4.643306636380506,4.748440644711473,-0.19867069479548416,-0.09011486428368755,82.0,2.83,8.0,1.5,4,1
Phrase match,A,Tuesday,0,Sep,0,27,5.771441123130016,6.175867270105761,6.210192061322484,0.0,-0.01765274976860102,76.0,4.02,14.77,11.89,5,6
Phrase match,USA,Tuesday,0,Aug,0,48,5.771441123130016,6.244516852539207,6.244315025402531,0.0,0.011941494534313327,27.0,6.37,37.94,14.89,4,3
Broad match,C,Friday,0,Aug,0,45,3.713572066704308,4.853574653042442,4.71532886224556,-0.43213335519032636,0.08245044639813875,82.0,2.83,8.0,0.18,4,1
Broad match,USA,Monday,0,Aug,0,42,3.044522437723423,3.6931283013045935,3.6567527069679238,0.2795848622191617,0.006235816172000476,50.0,3.75,9.14,181.89,4,27
Exact match,USA,Sunday,1,Dec,0,127,2.3978952727983707,2.613437661106721,2.505666466952546,0.0,0.018475061855001324,32.0,2.95,8.48,13.55,3,1
Exact match,USA,Wednesday,0,Aug,0,47,3.9318256327243257,4.51085950651685,4.510859506516851,0.0,0.0,75.0,2.4,9.08,28.42,5,2
Phrase match,C,Thursday,0,Jul,0,67,5.351858133476067,5.562606554642926,5.630928006426589,-0.21266227384662706,-0.08220932619254802,46.0,2.69,10.75,0.65,4,2
Exact match,A,Tuesday,0,Sep,0,6,6.580639137284949,7.627970427066036,7.531802341613329,0.0,0.04592909399047192,54.0,2.97,14.98,3.89,4,2
Exact match,B,Monday,0,Jul,0,84,3.9318256327243257,3.96935919215665,4.135352214591321,-0.21825356602001778,-0.1611856903335462,32.0,4.39,14.7,0.84,4,1
Broad match,C,Tuesday,0,Jul,0,62,2.3978952727983707,2.3978952727983707,2.5705772614128333,0.0,-0.08880787985886644,63.0,2.4,7.15,0.48,4,1
Broad match,A,Tuesday,0,Jul,0,83,2.3978952727983707,3.4905555237106802,3.3324497751773383,0.0,0.11954293518748317,69.0,2.9,8.9,2.9,5,2
Exact match,A,Saturday,1,Jul,0,79,5.351858133476067,5.281793274484931,5.422199914563929,-0.21019457697340638,-0.09604428877095449,46.0,2.69,10.75,9.04,4,4
Broad match,B,Monday,0,Dec,0,105,3.9318256327243257,4.85741594710175,4.449763163965869,-0.8409986269592169,0.21720334844253886,75.0,2.4,9.08,3.19,5,3
Phrase match,USA,Sunday,1,Aug,0,50,7.3783837129967145,7.7058055116436455,7.7058055116436455,0.23350525373282416,-0.01334315735616176,71.0,5.55,26.71,2.6,5,1
Broad match,B,Friday,0,Aug,0,38,3.9318256327243257,4.948759890378168,4.941038886554612,0.0,0.014993868602085948,77.0,2.84,9.17,9.52,4,5
Exact match,A,Thursday,0,Oct,0,114,5.351858133476067,5.6315801265787,5.491719130027383,0.0,0.095904683349474,46.0,2.69,10.75,3.44,4,1
Broad match,B,Friday,0,Feb,0,1,3.9318256327243257,4.494356528290166,4.641814979645556,0.2481796294755343,-0.07351811816732297,61.0,2.59,7.15,2.31,4,1
Broad match,B,Friday,0,Dec,0,36,3.4339872044851463,5.147427193452299,5.0802441529359825,-0.4030982430978982,0.03455127797981992,82.0,4.15,11.06,0.95,4,1
Phrase match,A,Friday,0,Jul,0,73,4.709530201312334,4.933317882731054,5.040372538091677,-0.43213335519032636,-0.09176113316624727,64.0,1.55,4.56,0.72,3,1
Exact match,USA,Wednesday,0,Feb,0,40,5.771441123130016,5.771441123130015,6.007978987834612,0.0,-0.12164804470522152,23.0,4.71,15.24,1.75,3,1
Broad match,A,Saturday,1,Nov,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,4,1
Broad match,USA,Friday,0,Nov,0,136,2.3978952727983707,2.613437661106721,2.613437661106721,-0.6466271649250523,0.0,46.0,2.58,5.22,5.37,5,3
Phrase match,C,Monday,0,Jun,0,112,5.351858133476067,5.422745558091609,5.422199914563929,0.0,0.00013960542148012768,46.0,2.69,10.75,1.07,4,1
Exact match,USA,Sunday,1,Jul,0,64,5.968707559985366,5.974899421222044,5.804196700240257,0.6103748942760827,0.1108444952745626,50.0,4.64,49.99,3.5,4,1
Phrase match,B,Thursday,0,Dec,0,60,5.771441123130016,5.97200531774038,5.973452369481212,-0.19726643685535006,0.01102430180759157,23.0,4.71,15.24,1.52,3,3
Broad match,USA,Monday,0,Jun,1,98,6.580639137284949,6.448090390699048,6.421580641381868,0.0,-4.864753555590496e-16,2.0,1.7,5.0,5.91,3,1
Broad match,C,Monday,0,Jul,0,70,3.044522437723423,3.1743440266439973,3.3973605696376254,0.38946476676172326,-0.07646281474067233,78.0,2.95,8.71,1.26,5,4
Broad match,USA,Wednesday,0,Jul,0,82,3.713572066704308,3.710218095337203,3.618700126947701,-0.8286926725561692,0.031090105902077135,17.0,2.24,11.08,2.57,4,1
Broad match,USA,Sunday,1,Apr,0,1,5.351858133476067,5.493632982707151,5.45818927039938,0.21266227384662706,0.006076064967046496,46.0,2.69,10.75,177.22,4,27
Phrase match,USA,Thursday,0,Nov,0,137,5.968707559985366,6.010684678640434,6.22603327582832,-0.41958298965394913,-0.11974780943700812,50.0,4.64,49.99,3.32,4,1
Exact match,C,Monday,0,Jul,0,63,4.948759890378168,5.281793274484931,5.35226941628827,-0.21019457697340638,-0.03610386167753315,71.0,2.97,9.15,0.91,5,1
Phrase match,USA,Thursday,0,Aug,0,46,3.713572066704308,4.853574653042442,4.71532886224556,-0.43213335519032636,0.08245044639813875,82.0,2.83,8.0,12.02,4,1
Exact match,USA,Monday,0,Nov,0,75,2.3978952727983707,2.613437661106721,2.8510304441814713,0.0,-0.21834595110197597,30.0,3.38,9.12,6.04,5,1
Exact match,B,Wednesday,0,Jan,0,75,3.713572066704308,4.384071780184503,4.546800990748419,-0.579033873792524,-0.1281295693521855,82.0,2.83,8.0,4.39,4,2
Broad match,USA,Thursday,0,Mar,0,11,3.044522437723423,2.613437661106721,2.613437661106721,0.6466271649250523,0.03695012371000295,5.0,0.0,0.0,9.33,3,1
Broad match,A,Monday,0,Nov,0,70,3.044522437723423,3.044522437723423,3.10943323218371,0.0,-0.033382694293862106,49.0,2.51,15.17,60.63,4,17
Broad match,USA,Tuesday,0,Apr,0,6,5.771441123130016,6.175867270105761,6.039409675569672,0.0,0.07017819147570291,14.0,2.48,9.22,4.89,5,1
Broad match,A,Tuesday,0,Nov,0,67,4.2626798770413155,4.235121672094164,4.323375828612909,0.33085424431698973,-0.08510384928087207,62.0,1.63,5.06,0.37,4,1
Exact match,USA,Monday,0,Jul,0,70,3.713572066704308,4.152395128935652,4.24890077456774,0.0,-0.016543824965500685,82.0,2.83,8.0,105.78,4,2
Exact match,USA,Sunday,1,Mar,0,22,5.351858133476067,5.421654271036247,5.797169511727404,-0.41958298965394913,-0.1811110050998291,46.0,2.69,10.75,77.86,4,3
Phrase match,USA,Tuesday,0,Jul,0,69,5.771441123130016,6.313166434972653,6.244315025402531,-0.2059487473003374,0.035409296350348236,27.0,6.37,37.94,12.95,4,2
Broad match,USA,Sunday,1,Mar,0,29,3.9318256327243257,4.643306636380506,4.52746831075608,-0.19867069479548416,0.022687080660189866,75.0,2.4,9.08,53.82,5,5
Exact match,USA,Wednesday,0,Sep,0,19,4.709530201312334,4.152395128935653,4.331627317726251,-0.33085424431698973,-0.11108251105327882,53.0,2.72,8.25,5.45,5,1
Broad match,C,Sunday,1,Dec,0,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,4,3
Broad match,A,Tuesday,0,Jan,0,13,2.3978952727983707,2.8289800494150725,2.893890843875359,-0.6466271649250523,-0.03338269429386204,45.0,0.0,0.0,5.12,4,1
Exact match,USA,Wednesday,0,Jul,0,68,5.968707559985366,6.379440808265603,6.412843889707475,-0.2059487473003374,-0.06312235478206374,33.0,2.37,7.22,26.54,4,3
Broad match,A,Saturday,1,Feb,0,2,5.351858133476067,5.422745558091609,5.493632982707152,0.21266227384662706,-0.0243042598681861,46.0,2.69,10.75,49.17,4,17
Exact match,USA,Thursday,0,Dec,0,39,5.351858133476067,5.493632982707151,5.49308733917947,-0.21266227384662706,0.012291735355573239,46.0,2.69,10.75,13.47,4,2
Exact match,USA,Tuesday,0,Mar,0,20,5.351858133476067,5.421654271036247,5.797169511727404,-0.41958298965394913,-0.1811110050998291,46.0,2.69,10.75,34.04,4,3
Phrase match,A,Sunday,1,Dec,0,50,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,1.45,5,1
Broad match,A,Monday,0,Sep,0,7,3.713572066704308,4.656826301137289,4.802793095757729,0.4379003838613187,-0.050045758155579136,82.0,2.83,8.0,8.9,4,3
Exact match,USA,Friday,0,Sep,0,10,5.351858133476067,5.491719130027383,5.457232344059496,0.41958298965394913,0.02956010225818862,46.0,2.69,10.75,2.18,4,1
Broad match,B,Wednesday,0,Dec,0,110,5.968707559985366,8.120752541377092,6.946096832253553,-1.0113358354675173,0.604108650406391,33.0,2.37,7.22,0.59,4,1
Broad match,A,Thursday,0,Jun,0,88,2.3978952727983707,3.5633067123840187,3.1961433808995454,-0.8873031950009027,0.18754557253168158,45.0,0.0,0.0,111.35,4,35
Broad match,A,Thursday,0,Oct,0,121,3.9318256327243257,4.643306636380506,4.610194853914591,0.0,0.028381527827926325,61.0,2.59,7.15,7.21,4,3
Exact match,USA,Tuesday,0,Jan,0,20,3.713572066704308,2.83645420410035,3.0053991153721733,1.3156767939059373,-0.01170442328802728,49.0,4.48,21.42,8.35,5,2
Broad match,B,Wednesday,0,Jan,0,12,3.9318256327243257,5.013061112419666,5.0053401085961085,-0.19290366612449183,-0.02072253261590366,77.0,2.84,9.17,3.75,4,5
Broad match,A,Tuesday,0,Nov,0,69,7.3783837129967145,8.048679482384582,7.947688403952944,-0.41677628268968636,0.05193826890769991,46.0,2.9,9.87,8.78,3,3
Broad match,A,Tuesday,0,Jan,0,18,6.78105762593618,6.823623343729193,6.909878011388421,-0.12769715337904053,-0.04435954336760243,9.0,2.09,6.43,1.74,3,1
Exact match,USA,Friday,0,Jul,0,73,3.9318256327243257,4.052085735315161,4.31458440338192,-0.21825356602001778,-0.19191120841193418,75.0,2.4,9.08,25.0,5,1
Exact match,A,Monday,0,Dec,0,47,5.351858133476067,5.562606554642926,5.527162842335154,-0.21266227384662706,0.018228194901139246,46.0,2.69,10.75,6.27,4,3
Phrase match,A,Wednesday,0,Jul,0,68,4.709530201312334,4.723049866069117,4.828183874400086,0.23922968906583453,-0.040069106128107934,18.0,2.13,5.94,1.82,4,1
Broad match,A,Wednesday,0,Jul,0,61,2.3978952727983707,3.4905555237106802,3.3324497751773383,0.0,0.11954293518748317,69.0,2.9,8.9,3.2,5,1
Broad match,B,Tuesday,0,Oct,0,102,5.968707559985366,5.97200531774038,5.870114173943204,-0.20715971012039525,0.0754975683907012,22.0,2.37,9.89,2.04,4,1
Broad match,B,Sunday,1,Jan,0,78,3.713572066704308,4.384071780184503,4.546800990748419,-0.579033873792524,-0.1281295693521855,82.0,2.83,8.0,3.04,4,2
Broad match,A,Saturday,1,Aug,0,51,8.188966863648876,7.2400535566739075,7.2400535566739075,0.0,-2.3952390736185767e-16,17.0,7.86,43.44,66.26,4,38
Broad match,A,Monday,0,Jul,0,63,4.948759890378168,5.6973356055304825,5.6654147923944755,0.6168494265092992,0.01586474510126252,71.0,2.97,9.15,7.31,5,3
Broad match,USA,Thursday,0,Jul,0,67,0.0,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,0.0,0.0,12.42,5,1
Phrase match,USA,Saturday,1,Jan,0,16,3.713572066704308,2.83645420410035,3.0053991153721733,1.3156767939059373,-0.01170442328802728,49.0,4.48,21.42,13.53,5,2
Exact match,USA,Tuesday,0,Aug,0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.68,4,6
Broad match,A,Sunday,1,Apr,0,8,3.713572066704308,4.640323322910606,4.45150159997596,0.23922968906583453,0.13631288684278065,82.0,2.83,8.0,2.02,4,1
Exact match,A,Wednesday,0,Jul,0,61,5.351858133476067,5.281793274484931,5.422199914563929,-0.21019457697340638,-0.09604428877095449,46.0,2.69,10.75,11.59,4,2
Broad match,A,Sunday,1,Aug,0,50,3.044522437723423,3.1743440266439973,3.2858522981408114,-0.38946476676172326,-0.03509198152626327,49.0,2.51,15.17,22.39,4,6
Exact match,USA,Monday,0,Jun,0,91,5.771441123130016,6.244516852539207,6.210192061322484,-0.2059487473003374,0.01765274976860042,76.0,4.02,14.77,27.77,5,3
Broad match,USA,Friday,0,Sep,0,17,3.044522437723423,4.042110380829989,4.00573478649332,0.33085424431698973,0.018707448516001427,53.0,4.25,18.02,0.96,5,1
Exact match,A,Thursday,0,Dec,0,109,2.3978952727983707,2.613437661106721,2.505666466952546,0.0,0.018475061855001324,63.0,2.97,11.89,15.63,4,4
Phrase match,A,Tuesday,0,Apr,0,174,5.771441123130016,6.175867270105761,6.243329247968959,0.0,-0.05782455245416941,76.0,4.02,14.77,1.7,5,1
Exact match,C,Saturday,1,Sep,0,16,5.968707559985366,5.771441123130015,5.8371966020818,0.0,-0.04508947128122254,33.0,2.37,7.22,0.99,4,2
Broad match,A,Friday,0,Dec,0,38,2.3978952727983707,2.8289800494150725,2.9367512435692475,-0.6466271649250523,-0.09237530927500746,21.0,0.0,0.0,1.64,5,1
Broad match,C,Saturday,1,Jul,0,72,3.044522437723423,3.1743440266439973,3.3973605696376254,0.38946476676172326,-0.07646281474067233,78.0,2.95,8.71,1.28,5,3
Exact match,C,Wednesday,0,Sep,0,12,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,2.4,5,2
Broad match,USA,Monday,0,Jul,1,84,5.14166355650266,4.51085950651685,4.469496234937594,0.0,0.0354542327822191,4.0,1.15,6.23,1.25,3,1
Broad match,USA,Thursday,0,Dec,0,46,3.044522437723423,3.876164238083596,3.590164926824084,-0.33085424431698973,0.197788399790658,50.0,3.75,9.14,25.56,4,2
Broad match,B,Thursday,0,Nov,1,72,4.709530201312334,5.14166355650266,5.1766959859982284,0.0,-0.018016678026291894,9.0,1.97,10.57,1.08,3,1
Phrase match,C,Saturday,1,Jan,0,93,3.9318256327243257,3.8590744440509863,4.143603703704662,0.0,-0.14803939430506305,32.0,4.39,14.7,2.15,4,5
Broad match,USA,Monday,0,Jan,1,21,3.044522437723423,3.96935919215665,3.7016731983208984,-0.21825356602001778,0.106289493381986,50.0,3.75,9.14,87.23,4,10
Exact match,A,Thursday,0,Mar,0,25,3.044522437723423,4.228594048352652,4.190494588644152,0.44685032427101845,0.05759994443814471,53.0,4.25,18.02,0.47,5,2
Broad match,A,Wednesday,0,Jul,0,61,3.9318256327243257,4.577083071448678,4.755200477089866,-0.19867069479548416,-0.0669099026045923,61.0,2.59,7.15,7.87,4,4
Phrase match,A,Sunday,1,Aug,0,50,4.709530201312334,4.789273431000946,4.7561616485350315,-0.23922968906583453,0.005676305565585409,18.0,2.13,5.94,1.57,4,1
Phrase match,USA,Monday,0,Dec,0,49,4.948759890378168,4.933317882731054,5.072523149112425,-0.23922968906583453,-0.08427349575138603,71.0,2.97,9.15,11.34,5,1
Phrase match,USA,Tuesday,0,Dec,0,111,3.9318256327243257,3.96935919215665,4.143603703704662,0.21825356602001778,-0.07542976996894742,32.0,4.39,14.7,84.13,4,16
Phrase match,USA,Wednesday,0,Jul,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,5,2
Broad match,A,Sunday,1,Jan,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,4,4
Broad match,C,Thursday,0,Aug,0,53,3.9318256327243257,4.152395128935653,4.323375828612909,-0.33085424431698973,-0.12102058119359062,61.0,2.59,7.15,1.78,4,5
Exact match,USA,Wednesday,0,Jan,0,89,3.044522437723423,2.3978952727983707,2.613437661106721,0.0,-0.11085037113000873,47.0,3.79,12.29,61.42,5,2
Broad match,B,Sunday,1,Mar,0,15,5.771441123130016,5.97200531774038,6.004883057216273,-0.20715971012039525,0.006201513811013098,71.0,4.48,23.06,0.66,5,2
Phrase match,C,Sunday,1,Mar,0,29,5.968707559985366,6.621893225119053,7.371322883248073,-0.6051903558304188,-0.4273002532783219,33.0,2.37,7.22,0.43,4,1
Broad match,A,Saturday,1,Jul,0,79,3.713572066704308,3.5271821585581997,3.5271821585581997,0.2795848622191617,1.1976195368092883e-16,90.0,4.1,14.03,7.11,5,3
Phrase match,USA,Wednesday,0,Jan,0,24,2.3978952727983707,2.3978952727983707,1.998246060665309,0.0,0.3425564675426243,21.0,0.0,0.0,15.49,5,3
Broad match,USA,Wednesday,0,Nov,0,75,5.351858133476067,5.564520407322694,5.493087339179471,0.0,0.060713177311025775,46.0,2.69,10.75,17.14,4,3
Broad match,USA,Friday,0,Sep,0,10,6.78105762593618,6.581170926875743,6.580905032080346,0.3992416085300814,0.011589230960559789,1.0,0.86,7.5,61.62,3,13
Exact match,USA,Wednesday,0,Oct,0,115,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,57.0,2.37,12.98,22.05,5,1
Exact match,USA,Sunday,1,Jul,0,78,3.713572066704308,3.1743440266439973,3.2392548211042844,0.38946476676172326,-0.01112756476462064,49.0,4.48,21.42,1.86,5,1
Broad match,A,Thursday,0,Jul,0,74,4.948759890378168,5.147427193452298,5.179577804473047,-0.21019457697340638,-0.005511533317842834,3.0,3.07,8.06,4.48,3,2
Broad match,A,Friday,0,Sep,0,10,5.14166355650266,5.281793274484932,5.4576436268716995,0.21019457697340638,-0.10226136498789981,6.0,3.98,16.2,16.08,3,8
Exact match,USA,Friday,0,Jun,0,94,4.2626798770413155,5.211728415493796,5.183702471897342,0.0,3.24316903706033e-16,5.0,0.05,3.51,0.7,3,1
Broad match,USA,Thursday,0,Jul,0,81,2.3978952727983707,3.4339872044851467,3.3690764100248587,0.0,0.05563782382310321,30.0,3.38,9.12,8.12,5,1
Broad match,A,Wednesday,0,Dec,0,54,2.3978952727983707,3.267538980717051,3.156030709220237,-0.6690496289808849,0.05734711105550455,1.0,0.0,0.0,1.04,3,2
Broad match,B,Wednesday,0,Mar,0,19,3.9318256327243257,4.428132963358339,4.608703197179643,0.0,-0.07868299856663985,61.0,2.59,7.15,1.81,4,1
Broad match,USA,Monday,0,Nov,0,84,3.9318256327243257,4.577083071448678,4.608703197179643,0.0,-0.06681896226920074,63.0,3.61,11.34,3.39,4,1
Exact match,USA,Wednesday,0,Oct,0,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,5,1
Broad match,B,Tuesday,0,Jul,0,90,3.044522437723423,3.1743440266439973,3.3973605696376254,0.38946476676172326,-0.07646281474067233,78.0,2.95,8.71,3.65,5,2
Broad match,A,Wednesday,0,Nov,0,89,2.3978952727983707,2.613437661106721,2.505666466952546,0.0,0.018475061855001324,46.0,2.58,5.22,3.15,5,1
Exact match,USA,Sunday,1,Oct,0,99,4.709530201312334,5.00338274172219,4.856456471517262,-0.4030982430978982,0.08923234976629635,64.0,1.55,4.56,18.61,3,1
Broad match,USA,Wednesday,0,Dec,0,54,4.709530201312334,4.643306636380506,4.716290033690726,0.19867069479548416,-0.03753431861668477,29.0,1.68,6.0,7.87,4,2
Broad match,B,Monday,0,Oct,1,117,4.709530201312334,5.14166355650266,5.1766959859982284,0.0,-0.006005559342097617,9.0,1.97,10.57,2.23,3,1
Broad match,B,Friday,0,Aug,0,52,10.407318772389159,9.939835896042796,9.973864253966857,-0.20417014754436558,-0.029167163934909215,8.0,2.64,9.19,11.92,5,8
Broad match,C,Friday,0,Jan,0,80,3.713572066704308,4.384071780184503,4.546800990748419,-0.579033873792524,-0.1281295693521855,82.0,2.83,8.0,1.67,4,2
Phrase match,B,Thursday,0,Oct,0,165,3.9318256327243257,5.346702036365534,5.06798773368324,1.43305612702793,0.22522770578106108,77.0,2.84,9.17,0.3,4,1
Phrase match,C,Wednesday,0,Sep,0,12,3.713572066704308,3.3973605696376254,3.415673887061386,0.38946476676172326,-0.02539455537331442,49.0,4.48,21.42,11.4,5,25
Phrase match,A,Friday,0,Dec,0,57,5.771441123130016,6.3818160174060985,6.313166434972653,0.0,0.047073999382933975,27.0,6.37,37.94,2.21,4,2
Exact match,B,Saturday,1,Jul,0,65,5.351858133476067,5.352680699100474,5.4576436268716995,-0.21019457697340638,-0.08996822380390763,46.0,2.69,10.75,1.23,4,2
Broad match,A,Monday,0,Sep,0,0,3.044522437723423,3.5271821585581997,3.3973605696376254,0.2795848622191617,0.04451025905848238,78.0,2.95,8.71,4.36,5,2
Phrase match,USA,Thursday,0,Sep,0,11,2.3978952727983707,2.958801638335647,2.786119649721184,0.38946476676172326,0.11106300938810779,57.0,2.37,12.98,2.77,5,1
Phrase match,B,Saturday,1,Nov,0,142,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,3.22,5,3
Phrase match,C,Friday,0,Dec,0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,5,3
Exact match,USA,Monday,0,Jun,0,105,3.9318256327243257,4.933317882731054,4.9654684937518025,0.23922968906583453,-0.052251001171517514,63.0,3.61,11.34,8.1,4,1
Exact match,USA,Saturday,1,Aug,0,30,3.4339872044851463,4.643306636380506,4.643306636380506,0.19867069479548416,0.011352611131170698,82.0,4.15,11.06,6.98,4,1
Broad match,A,Wednesday,0,Jan,0,89,4.948759890378168,5.222986967962117,5.6318209340679735,0.0,-0.23366162687336042,71.0,2.97,9.15,7.65,5,3
Broad match,A,Monday,0,Dec,0,61,4.2626798770413155,4.787351088110614,4.78831225955578,-0.6308040499858105,0.0018233400722210457,8.0,1.65,10.94,0.83,3,1
Phrase match,B,Wednesday,0,Jan,0,33,5.351858133476067,5.422745558091609,5.528119768675038,0.0,-0.0781686219945607,46.0,2.69,10.75,0.03,4,1
Exact match,A,Friday,0,Feb,0,52,5.351858133476067,5.557474608979167,5.629971080086705,0.6168494265092992,-0.013859401672335113,46.0,2.69,10.75,7.18,4,5
Phrase match,USA,Tuesday,0,Dec,0,48,4.51085950651685,4.948759890378168,5.115276582431551,0.0,-0.07362603722897286,76.0,5.0,16.64,3.8,5,1
Broad match,A,Tuesday,0,Jun,0,97,2.3978952727983707,2.3978952727983707,2.527220705783381,0.0,-0.1293254329850105,51.0,3.53,8.78,10.71,5,4
Broad match,A,Wednesday,0,Dec,0,52,6.175867270105761,6.886760798370891,6.629802465204129,-0.3281156420302711,0.19024675697942914,13.0,4.9,10.81,1.86,3,2
Phrase match,C,Monday,0,Nov,0,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,4,2
Broad match,USA,Tuesday,0,Mar,0,27,3.044522437723423,3.7135720667043075,3.7948681523939523,0.0,-0.013361505312435101,50.0,3.75,9.14,39.73,4,6
Broad match,C,Friday,0,Dec,0,59,5.968707559985366,6.106814033398963,6.175665442969085,-0.20715971012039525,-0.04724699407151393,33.0,2.37,7.22,1.23,4,1
Exact match,B,Wednesday,0,Jun,0,103,2.3978952727983707,2.8289800494150725,2.9930899580907573,-0.6466271649250523,-0.16827190966118277,45.0,0.0,0.0,1.89,4,1
Broad match,A,Friday,0,Jan,0,94,4.948759890378168,5.222986967962117,5.6318209340679735,0.0,-0.23366162687336042,71.0,2.97,9.15,5.16,5,2
Broad match,A,Saturday,1,Jun,0,86,3.044522437723423,2.613437661106721,2.613437661106721,0.0,-0.03695012371000289,46.0,2.87,20.96,1.12,4,1
Phrase match,B,Wednesday,0,Apr,0,5,5.968707559985366,5.837276266852823,6.135938839747204,0.20692071580732208,-0.09503941774657529,50.0,4.64,49.99,1.2,4,2
Phrase match,B,Friday,0,Aug,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5,1
Phrase match,C,Friday,0,Jul,0,66,3.044522437723423,2.958801638335647,2.958801638335647,0.38946476676172326,0.11841050647848865,70.0,2.76,11.6,1.26,5,1
Broad match,B,Wednesday,0,Aug,0,33,7.972810784121404,7.846697325521304,7.909754054821353,0.0,-0.04323890009146269,20.0,2.31,6.74,9.62,5,10
Exact match,USA,Wednesday,0,Mar,0,12,0.0,1.598596848532247,0.7992984242661235,-2.3978952727983707,0.27404517403409945,0.0,0.0,0.0,8.71,3,2
Broad match,USA,Sunday,1,Aug,0,36,3.044522437723423,3.1743440266439973,3.2858522981408114,-0.38946476676172326,-0.03509198152626327,49.0,2.51,15.17,89.6,4,6
Phrase match,USA,Friday,0,Jan,0,17,7.550135342488429,8.04486281063056,8.080888823885141,0.0,-0.043231215905494086,62.0,8.28,40.0,6.18,5,1
Exact match,USA,Monday,0,Jan,0,28,3.9318256327243257,5.013061112419666,5.0053401085961085,-0.19290366612449183,-0.02072253261590366,77.0,2.84,9.17,5.65,4,1
Broad match,A,Monday,0,Jul,0,70,5.351858133476067,6.514896553582791,6.602453785772248,0.0,-0.04909377464028146,23.0,3.56,10.82,0.65,3,1
Broad match,USA,Thursday,0,Oct,0,114,3.9318256327243257,4.643306636380506,4.610194853914591,0.0,0.028381527827926325,61.0,2.59,7.15,33.99,4,3
